N,Z,binding,A,binding_MeV,N_frontier,d
134,90,7667.7162,224,1717.5684288,139.0,-5.0
78,58,8373.7624,136,1138.8316864,88.6,-10.599999999999994
45,32,8671.0293,77,667.6692561000001,48.7,-3.700000000000003
35,27,8721.3347,62,540.7227514,41.7,-6.700000000000003
43,44,8201.0,87,713.4870000000001,69.0,-26.0
45,45,8254.0,90,742.86,71.3,-26.299999999999997
82,54,8396.1889,136,1141.8816903999998,83.4,-1.4000000000000057
48,48,8259.0,96,792.864,74.0,-26.0
35,25,8628.1392,60,517.688352,39.3,-4.299999999999997
77,52,8430.4098,129,1087.5228642,80.7,-3.700000000000003
71,62,8137.0,133,1082.221,94.3,-23.299999999999997
29,31,8327.0,60,499.62,47.599999999999994,-18.599999999999994
69,45,8426.6221,114,960.6349194000002,71.3,-2.299999999999997
56,52,8303.7221,108,896.8019868000001,80.7,-24.700000000000003
117,87,7734.6931,204,1577.8773924,135.2,-18.19999999999999
17,18,8327.4621,35,291.4611735,28.099999999999998,-11.099999999999998
24,15,8097.9701,39,315.82083389999997,24.7,-0.6999999999999993
97,73,8030.2965,170,1365.150405,109.3,-12.299999999999997
59,41,8548.4683,100,854.84683,64.5,-5.5
94,70,8109.4149,164,1329.9440435999998,104.2,-10.200000000000003
80,56,8402.7566,136,1142.7748976,86.0,-6.0
56,53,8220.0164,109,895.9817876000001,82.3,-26.299999999999997
103,73,8038.6706,176,1414.8060255999999,109.3,-6.299999999999997
115,86,7757.0174,201,1559.1604974,133.6,-18.599999999999994
154,104,7382.5257,258,1904.6916306,157.4,-3.4000000000000057
11,6,6558.0262,17,111.48644540000001,11.799999999999999,-0.7999999999999989
55,44,8608.7132,99,852.2626068000001,69.0,-14.0
94,69,8124.9774,163,1324.3713162000001,100.9,-6.900000000000006
83,66,8179.0972,149,1218.6854827999998,98.9,-15.900000000000006
134,95,7562.5697,229,1731.8284613,148.0,-14.0
81,65,8187.1474,146,1195.3235204,97.6,-16.599999999999994
133,89,7682.8015,222,1705.5819329999997,137.7,-4.699999999999989
25,20,8630.5467,45,388.3746015,30.799999999999997,-5.799999999999997
133,90,7668.6426,223,1710.1072998,139.0,-6.0
49,37,8696.9014,86,747.9335204,57.4,-8.399999999999999
93,62,8211.2258,155,1272.739999,94.3,-1.2999999999999972
150,100,7462.0905,250,1865.522625,153.6,-3.5999999999999943
120,91,7629.3948,211,1609.8023028,139.6,-19.599999999999994
50,39,8714.011,89,775.5469790000001,60.099999999999994,-10.099999999999994
96,71,8083.1722,167,1349.8897574,105.6,-9.599999999999994
89,61,8243.8125,150,1236.571875,92.9,-3.9000000000000057
110,84,7789.2947,194,1511.1231718000001,130.7,-20.69999999999999
53,35,8563.7479,88,753.6098152000001,53.4,-0.3999999999999986
22,17,8494.4032,39,331.2817248,28.099999999999998,-6.099999999999998
99,81,7771.431,180,1398.8575799999999,124.4,-25.400000000000006
64,51,8480.9156,115,975.3052939999999,79.3,-15.299999999999997
119,90,7656.0,209,1600.104,139.0,-20.0
61,55,8235.0,116,955.26,85.0,-24.0
27,32,7924.0,59,467.516,48.7,-21.700000000000003
54,43,8623.7254,97,836.5013637999999,67.9,-13.900000000000006
8,5,6496.4194,13,84.4534522,11.799999999999999,-3.799999999999999
33,31,8611.6317,64,551.1444288,47.599999999999994,-14.599999999999994
82,58,8376.3045,140,1172.68263,88.6,-6.599999999999994
70,50,8504.488,120,1020.5385599999998,77.7,-7.700000000000003
88,59,8270.54,147,1215.76938,90.6,-2.5999999999999943
83,71,7968.0,154,1227.072,105.6,-22.599999999999994
49,44,8531.4627,93,793.4260311,69.0,-20.0
92,77,7845.5944,169,1325.9054535999999,115.7,-23.700000000000003
23,13,7623.5154,36,274.4465544,23.4,-0.3999999999999986
145,94,7560.3187,239,1806.9161692999999,147.3,-2.3000000000000114
98,69,8122.5826,167,1356.4712941999999,100.9,-2.9000000000000057
28,25,8734.1798,53,462.9115294,39.3,-11.299999999999997
85,60,8309.1883,145,1204.8323035,91.6,-6.599999999999994
40,31,8717.605,71,618.9499549999999,47.599999999999994,-7.599999999999994
141,97,7525.0,238,1790.95,150.6,-9.599999999999994
101,75,7993.9707,176,1406.9388432,112.0,-11.0
74,55,8416.0465,129,1085.6699985,85.0,-11.0
81,56,8391.8288,137,1149.6805456,86.0,-5.0
90,62,8244.0645,152,1253.097804,94.3,-4.299999999999997
58,47,8550.3708,105,897.7889340000002,73.0,-15.0
